text,sentiment
New Novator products are supposed to be exported .,0
The turbines are expected to be launched by the end of 2012 .,0
"`` We have a group of 120 volunteers made up of Digicel employees who will manage the distribution ... Over the next week , they will distribute the 19,000 tents to more than 150 organizations , '' Digicel Haiti CEO Maarten Boute said .",0
Net sales are expected to remain on the same level as in 2007 .,0
It is a solid credit that has been compared to a DZ Bank or a Rabobank .,1
"Suominen Corporation estimates that the cost-cutting program that started in autumn 2005 , higher sales prices , and expected growth in volume of Wet Wipes , will make the company 's operations more profitable .",1
"Complete name of shareholder : Otto Henrik Bernhard Nyberg For further information , please contact Maija-Liisa Friman , CEO , tel. +358 9 7597 0711 .",0
"Operating profit decreased to nearly EUR 1.7 mn , however .",-1
Also construction expenses have gone up in Russia .,-1
The lay-offs will start gradually and will last from one to six weeks .,0
Castecka said the town hall would hold talks with other investors interested in the zone .,0
The company plans to increase the unit 's specialist staff to several dozen -- depending on the market situation during 2010 .,0
"Talvik says the relocation of application programs on servers will continue , while HP servers were approved because of HP supplying a tailor-made solution to Elisa .",0
The MET is located in the Central Business District ( CBD ) of Bangkok .,0
"A total of 15,000 new Citycon shares with a nominal value of EUR 1.35 per share were subscribed between 17 and 23 March 2006 exercising the A-B-C options based on the company 's stock option plan 1999 .",0
"The center offers a comprehensive range of device design services spanning from electronics , mechanics and software design to a full range of testing laboratory services .",0
"The report profiles 614 companies including many key and niche players worldwide such as Black & Decker Corporation , Fiskars Corporation , Fiskars Brands , Inc. , Husqvarna Outdoor Products Inc. , K+S Group , Ryobi Technologies , Inc. , The Scotts Miracle-Gro Company , and Van Group , Inc. .",0
"Following its strategy , Tikkurila has established a fully-owned sales company TOO Tikkurila in Almaty , Kazakhstan , for marketing decorative paints under the Finnish Tikkurila brand and the Russian Teks brand .",0
"In Q1 of 2009 , the company 's result before taxes from continuing operations , excluding non-recurring items , totalled EUR -0.4 mn , compared to EUR -0.1 mn in the corresponding period in 2008 .",-1
The repurchases shall decrease the distributable capital and reserves .,-1
Altogether 150 subjects with mildly elevated cholesterol levels participated in the four-month long intervention .,0
"In September 2010 , the Finnish group agreed to buy Danish company Rose Poultry A-S for up to EUR23 .9 m in a combination of cash and stock .",1
Any investment or investment activity to which this communication relates is only available to relevant persons and will be engaged in only with relevant persons .,0
The training modules aim at strengthening the public accounting abilities and fulfilling communal project management .,1
"In Finland , metal sector company Componenta is laying off temporarily the staff of its Pori mill from Christmas 2008 till 6 January 2009 .",-1
No financial or pricing details were disclosed .,0
Protalix has $ 42 million in cash and no sales .,0
Kesko has previously published a stock exchange release concerning the deal on 7 February 2007 .,0
"Finnish construction machinery and equipment rental group Cramo Oyj said on March 21 , 2007 its Swedish sector subsidiary Cramo AB will sell its Dutch subsidiary Cramo Nederland B.V. ( CNL ) to Dutch rental and scaffolding company Jaston Groep B.V. for an undisclosed sum .",0
The beers differ slightly from mainstream beers .,0
"Profit for the period was EUR 10.9 mn , down from EUR 14.3 mn in 2009 .",-1
The fair value of investment properties was EUR 2 251.0 ( 1 281.4 ) million .,0
"The share capital of Alma Media Corporation (business ID 1944757-4)is EUR 45,031,513.80 and it is divided into 75,052,523 shares .",0
"Operating profit totalled EUR 9.6 mn , down from EUR 42.0 mn the year before .",-1
"The total delivery volume of paper businesses in 2010 was 1,155,000 tonnes , up from 1,132,000 tonnes in 2009 .",1
"The portfolio comprises of 118,000 m2 of leasable space with a vacancy rate of roughly 5 % , let to around 140 tenants of which two of the largest are the Swedish government and Ericsson .",0
"An additional amount , capped at EUR12m , is payable in cash upon the achievement of certain financial performance targets in 2007 .",0
"We have sound experience of project deliveries for large multi-purpose complexes and sports arenas '' , says Sami Eronen , SVP , Infrastructure and Northern Europe , Ruukki Construction .",0
"Cash flow from operations totalled EUR 7.4 mn , compared to a negative EUR 68.6 mn in the second quarter of 2008 .",1
"( ADP News ) - Sep 30 , 2008 - Finnish security and privacy software solutions developer Stonesoft Oyj said today that it won a USD 1.9 million ( EUR 1.3 m ) order to deliver its StoneGate network security products to an unnamed Russian te",1
"Metrics in QPR ScoreCard now support date , text and milestone-based values , which improve its support for managing projects around performance or process-related content .",1
"Result before taxes decreased to nearly EUR 14.5 mn , compared to nearly EUR 20mn in the previous accounting period .",-1
"Sales VAT inclusive expanded by 19 percent , to 351 million euros .",1
Finnish forest machinery manufacturer Ponsse has agreed with Volvo on the start of cooperation in Latin America .,1
Bluewin Security is available as a monthly subscription .,0
"At the same time , sales development in Russia was boosted by the opening of Stockmann Nevsky Centre in St Petersburg .",1
"The divestment is in line with the company 's plans to focus on selected growth segments and streamline corporate structure , the company explained .",1
"The new agreement , which expands a long-established cooperation between the companies , involves the transfer of certain engineering and documentation functions from Larox to Etteplan .",1
The total value of the deal is USD 29mn .,0
The new location is n't the only change Wellmont has in store for its air transport service .,0
"According to the company , its operating profit , excluding non-recurring items , in the fourth quarter of 2009 was significantly better than expected , and also better than the figures for the fourth quarter of 2008 .",1
"Profit before taxes was EUR 5.4 mn , up from EUR 3.6 mn a year earlier .",1
`` Low energy consumption and flexible loading are just a few of the advantages of the CHF Pro . '',0
The winners included the Honda Odyssey for minivan and the Nissan Armada for large SUV .,0
The invention carries International Patent Publication No. .,0
Rapala VMC Corporation ( Rapala ) is a Finland-based company engaged in the manufacture and distribution of fishing equipment and accessories .,0
Cargotec Germany GmbH has been awarded a contract by Stadtverwaltung Mainz for chassis bodies under Open procedure .,1
OP-Pohjola Group 's capital adequacy ratio under the Act on Credit Institutions stood at 12.1 % and Tier 1 ratio at 12.1 % .,0
Finnish airline Finnair is starting the temporary layoffs of cabin crews in February 2010 .,-1
"However , the brokers ' ratings on the stock differ .",0
"The approximately 20,000 dwt vessel has been ordered from India .",0
Clothing chain Sepp+Æl+Æ 's net sales increased by 7.0 % to EUR 30.8 mn .,1
"Destia Oy is a Finnish infrastructure and construction service company building , maintaining and designing traffic routes , industrial and traffic environments , but also complete living environments .",0
Viking Line has canceled some services .,-1
"POYRY PLC Additional information by : Martin Kuzaj , President , Industry Business Group , Finland Tel. +358 10 33 21179 Sanna Paivaniemi , Director , Investor Relations , Poyry PLC , Finland Tel. +358 10 33 23002 Poyry is a global consulting and engineering company dedicated to balanced sustainability .",0
"The poorest index figure was given to Finnish power company Fortum , 4.5 .",-1
"The start of the negotiations , relating to Glaston 's efficiency program , was announced in October .",0
The compnay also said that it would lower the price of development projects by about one third compared with last November .,0
"`` This contract demonstrates our ability to apply our minerals and metals technologies in adjacent industries , such as oil shale processing .",1
Operating profit decreased to EUR 16mn from EUR 21.1 mn in 2008 .,-1
Net profit was 35.5 mln compared with 29.8 mln .,1
"Most of the growth in beer consumption took place in the Far East , Latin America and Africa .",0
Brazilian mobile player Telemig Celular yesterday announced that it has selected Finnish software developer Tecnomen Oyj to expand its prepaid billing system .,1
Rivals say Qualcomm has fewer patents on 3G phones than on earlier versions and should lower its rates .,-1
"`` UPM 's deliveries increased during the third quarter by 4 percent , and the efficiency of operations improved , '' Chief Executive Jussi Pesonen said .",1
All Amer Sports companies develop and manufacture technically advanced products that improve the performance of active sports participants .,0
"Thus the group 's balance sheet will have about EUR25 .8 m in goodwill for 2010 , the company added .",0
The company said that the fall in turnover had been planned .,-1
Revenues at the same time grew 14 percent to 43 million euros .,1
The divested activities had net sales of EUR 145.1 million in 2009 and an operating profit of EUR 8.9 million .,0
"Glaston 's share GLA1V is listed on the NASDAQ OMX Helsinki , Mid Cap List .",0
Two of these contracts are for turntable anode vibrocompactors that will be delivered to Gansu Hualu Aluminum Co Ltd and another unnamed costumer .,0
"`` Thanks to my Nokia and Lulu , I am now proud to be a published His novel can be found here .",0
"Finnish silicon wafer technology company Okmetic Oyj ( OMX Helsinki : OKM1V ) reported on Thursday ( 7 August ) an operating profit of EUR5 .3 m for the period January-June 2008 , up from EUR3 .3 m in the corresponding period in 2007 .",1
Technopolis is Europe 's leading operator of technoparks .,1
The order is related to renewing the network of the telecommunications operator .,0
"Finnish electronics contract manufacturer Scanfil reports net sales of EUR 58.9 mn in the second quarter of 2007 , down from EUR 62.4 mn a year earlier .",-1
"In Finland , Hamina Cargo Terminal , of Finnish Nurminen Logistics , has purchased a warehouse with ground lease rights in the Port of Hamina .",0
"Outotec is currently delivering a new oil shale processing plant for Eesti Energia in Estonia based on Enefit technology , which has been developed jointly by Eesti Energia and Outotec .",0
"Net income from life insurance doubled to EUR 6.8 mn from EUR 3.2 mn , and net income from non-life insurance rose to EUR 5.2 mn from EUR 1.5 mn in the corresponding period in 2009 .",1
"The sellers include 40 shareholders , including Intellibis management , employees and other investors .",0
"About 36 % of this came from Aspo Chemicals , 39 % from Aspo Shipping and 25 % from Aspo Systems .",0
Rubin says he expects Capman to announce 1-2 additional transactions in 2009 .,0
The second-quarter net sales are expected to be on par with the first quarter of 2009 .,0
IonPhasE 's second major owner is venture capital firm Aura Capital .,0
"The scope of the project is to find the most cost-efficient method for phosphorous removal and to deliver the storing and dosing equipment , which can be used in continuous operation at the plants .",0
"In Q1 of 2010 , Bank of +_land 's net interest income increased from EUR 9.1 mn to EUR 9.7 mn .",1
Nordea was the cheapest also for a couple in their 30s with debt .,0
A spokeswoman for the Italian fashion house declined comment on the settlement .,0
The investment will be worth approximately EUR 100mn .,0
"In 2008 , Kemira recorded revenue of approximately EUR 2.8 billion and had a staff of 9,400 .",0
The platform would continue to be the development framework for Symbian and MeeGo .,0
"Divisional sales demand in the half remained `` inconsistent '' , it added .",-1
"Efore 's presence here also opens up new and interesting development opportunities for our students , '' the dean of the Faculty of Electronics , Communications and Automation at TKK said .",1
And U.S. energy executives say high steel prices are threatening energy exploration .,-1
"According to the company 's updated strategy for the years 2009-2012 , Basware targets a long-term net sales growth in the range of 20 % -40 % with an operating profit margin of 10 % -20 % of net sales .",1
After the renovation the biggest moulding line in the Orhangazi foundry is the most modern line in Europe .,1
"It 's `` finger-friendly '' , and to my opinion , really fast .",0
"Under the plan , which CSES worked out together with Public Policy Management Institute ( PPMI ) and other partners , buildings with a total area of 10,000 square meters should be built on the territory in the first phase .",0
The order is a follow-on to an 11 mln euro ( $ 16.1 mln ) deal made in July 2007 .,0
"The company has a continuous need for alloys such as nickel , ferro-chrome , molybdenum and manganese in its production , said Talvivaara .",0
Cargotec 's business areas also include the container handling solutions business area Kalmar and the marine cargo handling and offshore load handling solutions business area MacGREGOR .,0
Strategic and operational business information is objectively reported .,0
Inha Works has invested in its product development and market research .,0
"The project will be a 2 x 600 MW coal-fired power plant , located some 420 km south of Hanoi , the company said .",0
"In Finland , export industry forms a large clientele for the packaging industry .",0
"Chargers manufactured under the new platform are suitable for mobile phones , navigators , digital cameras , Bluetooth head sets , media players and other electronic devices .",0
"Atria will launch a campaign in September to promote the CampoMos brand on the Moscow market , he said .",1
It will report full-year results on August 22 .,0
Ramirent is a leading company in machinery and equipment rentals for construction and industry .,1
This beauty is an updated version of her chichi loop shade launched in 2001 .,0
"These new units will be built at Cargotec 's state of the art manufacturing facility in San Antonio , Texas , USA , which started operations in 2009 .",0
"The Segu companies and PKC 's Polish unit will form a business servicing the western European markets with `` annual sales of about hundred million '' and about 2,500 employees , the Finnish company 's CEO , Harri Suutari , said .",0
"Marathon now has a 4.6 percent stake in PLX , it said , according to Bloomberg .",0
"` This order is included in Wartsila 's order book in the second quarter , ' the company added .",0
"Aldata Solution Oyj Stock Exchange Release 11 August 2006 , at 11.00 am ALDATA SHARES SUBSCRIBED FOR WITH 2003 STOCK OPTIONS A total of 95,000 new shares of Aldata Solution Oyj have been subscribed for with the company 's 2003A stock options .",0
Closing of such transaction took place today .,0
"` After fixing our home-base , cutting costs and closing the non-profitable units , we are now looking at going forward , ' she said .",1
High winds also toppled three semi-trailers on I-15 north of Barstow .,0
"Tekla Structures BIM Building Information Modeling software is being developed according to a long-term plan of improved user experience , process , and functionality .",1
"With the government exempting certain stainless steel products from anti-dumping duties , Finland-based Outokumpu today said it will look to enter into supply pacts with the Indian Railways soon .",0
Risk exposure by Non-life Insurance  Moving 12-month  Expenses by function in Non-life Insurance excluding expenses for investment management and expenses for other services rendered Non-life Insurance investment portfolio by allocation,0
That would be an increase from estimated sales of 117 million last year .,1
"The total value of the project is about EUR53m , including the plots that will be transferred to Atria .",0
Basware Einvoices Oy will be merged into the parent company during the present fiscal period .,0
Incap Contract Manufacturing is a subsidiary of Incap Corporation of Finland .,0
"The competition was received with great enthusiasm by the employees , he goes on .",1
Finnlines said that the deal is part of its strategy to focus on its core businesses .,0
"Both operating profit and sales for the three-month period increased , respectively from EUR0 .3 m and EUR13 .1 m , as compared to the corresponding period in 2005 .",1
"The service is intended to allow the people of thirteen Mediterranean countries to reach the Baltic more rapidly , with a single carrier .",1
"At end-August , Sampo was Nordea 's biggest shareholder with a 20.6 % stake , followed by the state with 19.9 % .",0
The proposal by the Board of Directors on the issuance of option rights will otherwise correspond to the proposal by the Board of Directors in the Notice to the General Meeting .,0
"In addition , the Kazakh delegation will visit Finland 's SITRA investment fund , Honkarakenne Ltd and Nokia headquarters to study TeliaSonera Ltd JSC 's activities .",0
"Of the company 's net sales , 38 % was acquired in Finland , 21 % in other European countries , 40 % in Asia , and 1 % in the US .",0
"A total EUR73 .7 m will be provided as secured senior three-year debt from the syndicate , involving Pohjola Bank HEL : POH1S , the Finnish arm of Nordea Bank AB STO : NDA , and Sampo Bank HEL : SAMAS .",0
"The fish content of the nuggets is 85 % , and the fish comes from Canada and Finland .",0
The sale price was not disclosed .,0
Also the traditional grapevine carries a lot of weight .,0
"The company has delivered the technical infrastructure , used by NAV for their data warehouse and business intelligence initiatives .",0
"According to Finnish petrol station chain St1 's managing director Kim Wiio , the company was forced to make purchases with rising prices in the first half of 2008 , and now consumer prices are going down almost daily due to competition .",-1
The companies have agreed on long-term cooperation to mechanise harvesting in Stora Enso 's eucalyptus plantations in Southern China .,1
"Finnish construction company YIT is reducing the number of start-ups of market-financed residential units in 2007 to about 2,300 from the previously announced 2,700 .",-1
Finnish Talvivaara Mining Co HEL : TLV1V said Thursday it had picked BofA Merrill Lynch and JPMorgan NYSE : JPM as joint bookrunners of its planned issue of convertible notes worth up to EUR250m USD332m .,0
"Indigo and Somoncom serve 377,000 subscribers and had a market share of approximately 27 % as of May 2007 .",0
Welcome !,0
The impact of this acquisition to Teleste 's net sales for 2010 is estimated to be approximately EUR 2 million .,0
The earnings in the comparative period included a capital gain of EUR 8mn from the sale of OMX shares .,0
"In the third quarter of 2007 , net sales totaled EUR 25.95 mn , and operating profit EUR 3.88 mn .",0
"The casing comprises a first side casing member provided with the first side vat segment and a second side casing member provided with the second side vat segment , at least the first side casing member being pivotable about a rotation axis .",0
`` There is no room to modify the share component as we have already indicated . '',0
"At the end of March 2009 , the company 's loans amounted to EUR 10.113 mn .",0
"Under the deal , Know IT will pay SEK90m ( USD12 .8 m-EUR8 .6 m ) in cash and stock .",0
"Tiimari 's registered share capital is 16,474,755 shares as per today .",0
The vessels are the largest and fastest ropax vessels in the world that will be built by Fincantieri .,0
"Established in 1987 , the SRV Group is a private Finnish construction concern with operations in Finland , the Baltic countries and Russia .",0
Finnish electronics manufacturer PKC Group Oyj ( OMX Helsinki : PKC1V ) said on Wednesday ( 31 December ) that it has completed the acquisition of MAN Nutzfahrzeuge AG 's cable harness business from MAN Star Trucks & Buses Spolka zoo in Poland .,1
"The Finnish company is building a 800,000 mt-year biodiesel plant in Singapore .",0
"In the Asia-Pacific region , Visa Wave is available in Malaysia , Taiwan and South Korea and will be expanded to Japan and Southeast Asia this year , Jung added .",1
"On top of that , the US Commerce Department published worse-than-expected construction spending figures for November .",-1
"The ten year rent contract with the right of prolongation on the existing terms , was signed between Stockmann and the owner of the shopping center in 1998 .",0
"- So , the sales growth of cars considerably influence on the tires market '' .",0
Customers include hotels and restaurants as well as wholesalers and some retailers .,0
"The EBRD is using its own funds to provide a 21.6 million A loan while the B portion of 10 million Euros has been syndicated to two Finnish commercial banks , Nordea Bank Finland Plc and Pohjola Bank Plc. .",0
Its other well-known brands include fitness equipment maker Precor and U.S. - based ball sports equipment maker Wilson .,0
Terms of the acquisition were not disclosed .,0
"Cohen & Steers , Inc. : 5 534 626 shares representing 4.985 % of the share capital and voting rights .",0
"In the beginning of this year , Wartsila had secured an order to deliver four gas-fuelled main engines and propulsion machinery for the same vessel .",1
Kaupthing Bank will publish its annual results for 2007 before markets open on Thursday 31 January .,0
Finnish food company Raisio Oyj HEL : RAIVV said today it will buy British snacks and confectionery company Big Bear Group plc for an enterprise value of EUR 95.3 million USD 129.9 m .,1
"Elcoteq 's global service offering covers the entire lifecycle of products , from product development to after-market services .",0
"As the largest elevator market in the world , Chinese output of elevators continued to rise to 262,000 units in 2009 , up about 5 % yr-on-yr .",1
"Alpina Sports is a Lebanon , New Hampshire USA based distributor of e.g. Alpina ski shoes and skis , Exel ski poles , Start ski waxes and now also Peltonen cross-country skis .",0
During the negotiations a reduction of 21 persons has taken place through natural redundancy or termination of fixed-term contracts .,0
The loss for the third quarter of 2007 was EUR 0.3 mn smaller than the loss of the second quarter of 2007 .,1
"In the autumn , it plans to expand service to St. Petersburg and Moscow and launch service to Yekaterinburg , Russia , flying there three times a week .",1
"Operating profit surged to EUR21m from EUR106 ,000 .",1
The interchange of Editors-in-Chief is a part of publisher 's goal to enhance job circulation in all personnel groups .,0
`` NTC has a geographical presence that complements Ramirent 's existing network and brings us closer to our customers in the East Bohemia region in the CzechRepublic . '',1
"The train is expected to cross the Russian territory in 9 days , reaching the Vostochny port .",0
"Vaahto , which has entered the deal via its subsidiary Vaahto Pulp & Paper Machinery , will supply two of the units in the end of 2010 , while the remaining ones are expected for delivery in the beginning of 2011 .",1
"L+Ænnen Tehtaat 's Food Division was reorganised into two strategic business units , Apetit Frozen Foods and Jams , and Apetit Fish .",0
Mformation provides enhanced management of these applications by enabling configuration and control throughout their lifecycle .,0
"Therefore , Phase III of the research will not be conducted by Abbott .",0
"Finnish Metso Paper has been awarded a contract for the rebuild of Sabah Forest Industries ' ( SFI ) pulp mill in Sabah , Malaysia .",1
"4 February 2011 - Finnish broadband data communication systems provider Teleste Oyj HEL : TLT1V saw its net profit jump to EUR2 .1 m for the last quarter of 2010 from EUR995 ,000 for the same period of 2009 .",1
The properties were purchased from Swedish private equity real estate firm Niam and Goldman Sachs ' Whitehall Street Real Estate Funds .,0
Finnish Cargotec has been awarded a significant order for a total of 292 Hiab loader cranes by BAE Systems in the US .,1
"Upon establishment , the plan is directed to approximately 20 persons .",0
"( Filippova ) A trilateral agreement on investment in the construction of a technology park in St Petersburg was to have been signed in the course of the forum , Days of the Russian Economy , that opened in Helsinki today .",1
Earnings per share EPS in 2005 decreased to EUR0 .66 from EUR1 .15 in 2004 .,-1
"`` The number of collection errors fell considerably , and operations speeded up .",1
"Vehvilainen , who is currently the chief operating officer at Nokia Siemens Networks , will join Finnair on 5 January 2010 and take over as CEO effective 1 February 2010 .",0
"The chain posted sales of 298 million euros for full 2005 , a rise of 19.5 percent , year-on-year .",1
The bank sees a potential for Getinge share to rise .,1
"The respondents praised Finnair 's reliability , Finnishness , and understanding of its target group .",1
The rebuilds are designed to improve the machines ' performance and product quality .,1
Rosen was cautious about being too optimistic inregard to the second half of the year .,0
"ALEXANDRIA , Va. , Dec. 22 -- United States Patent no. 7,854,608 , issued on Dec. 21 , was assigned to Outotec Oyj ( Espoo , Finland ) .",0
"Metsaliitto will sell 1.1 million B shares of Neomarkka , accounting for about 18.3 pct of Neomarkka 's equity and about 12.7 pct of the voting rights .",0
Finnish Aldata Solution has signed a contract of supply its G.O.L.D. system to two French retail chains .,1
"Operating profit totalled EUR 21.1 mn , up from EUR 18.6 mn in 2007 , representing 9.7 % of net sales .",1
"In food trade , sales amounted to EUR320 .1 m , a decline of 1.1 % .",-1
"Aug. 17 , 2010 ( Curbed delivered by Newstex ) -- And now , the latest from Racked , covering shopping and retail from the sidewalks up .",0
"Separately , YIT Corporation and Austrian firm E AG last week signed an agreement on the sale of E 's building system service business in Germany , Austria , Poland , the Czech Republic , Hungary and Romania for EUR 55 mln .",1
The plant will collect raw material from the Baltic Sea region .,0
Catalysts segment includes refinery catalysts and polyolefin catalysts product categories .,0
"Estonia 's Agriculture Minister Helir-Valdor Seeder is in Finland on a two-day visit , in the course of which he will meet with his Finnish counterpart Sirkka-Liisa Anttila .",0
The company expects net sales of 65 mln euro ( $ 85.1 mln ) for 2006 .,0
"The Estonian electronic components factory , Elcoteq , is running out of material because of the closure of air traffic .",-1
This will bring cost savings of about EUR 3mn a year .,1
"Revenue for the quarter totaled 27.4 billion , down 2 percent from 28.1 billion in the fourth quarter in 2008 .",-1
"Only L+Ænnen Tehtaat showed a loss , but it has only recently started streamlining measures .",0
"( ADP News ) - Nov 3 , 2008 - Finnish cargo handling systems and services company Cargotec Oyj ( OMX : CGCBV ) said today that it acquired 80 % stakes in Italian service companies CVS Technoports Srl and CVS Service Srl from Italian handli",1
There did not seem to be enough hours in a day for Pekkarinen .,0
"Finnish Suominen Corporation that makes wet wipes , nonwovens , and flexible packaging is starting employer-employee negotiations at its Tampere plant in Finland to lay off about 25 employees .",-1
Nordea sees a return to positive growth for the Baltic countries in 2011 .,1
"Water Treatment Products In Australia Today , Global Research & Data Services is going to publish a market analysis about the market for chemical water treatment products in Australia .",0
"The contract also includes installation work in a new multistorey carpark for close on 1,000 vehicles .",0
"In parallel , TeliaSonera has decided to conduct a compulsory acquisition .",0
Net sales dropped by 6 % year-on-year to EUR 11.9 million .,-1
"Elisa Corporation will disclose its financial statements for 2006 on Thursday , 8 February 2007 .",0
"`` These patronage refunds reward members that use the fee-based services that make a positive contribution to CenCorp 's operating results , '' said Bill Walby , CenCorp CEO .",0
"`` Our decision and resolve on MeeGo is only stronger , '' she continued .",1
The new plant is planned to have an electricity generation capacity of up to 350 megawatts ( MW ) and the same heat generation capacity .,0
Technopolis said before the protocol was signed that the techno-park would be built at a site covering more than six hectares in the Neudorf special economic zone and that it planned to invest 200 million euros in the project until 2009 inclusive .,0
"Employing 112 in Finland and 280 abroad , the unit recorded first-quarter 2007 sales of 8.6 mln eur , with an operating loss of 1.6 mln eur .",-1
6 October 2010 - Finnish paints and coatings company Tikkurila Oyj HEL : TIK1V announced today the launch of Tikkurila ProHouse method for protection of wooden surfaces via treatment with Ultra Pro waterborne products .,0
Neste Shipping is the most likely to remain Finnish as the oil sector and its transports are significant for emergency supply .,0
The share subscription period for C options will commence on 1 September 2008 and expire on 31 March 2011 .,0
Outotec 's net profit for the second quarter of 2007 jumped to 16.8 mln euro ( $ 23.1 mln ) from 4.6 mln euro ( $ 6.3 mln ) a year ago .,1
The company is reportedly searching for a replacement for CEO Olli-Pekka Kallasvuo .,0
Finnish plumbing and heating systems supplier Uponor Corporation ( OMX Helsinki : UNR1V ) said on Tuesday ( 12 August ) that its board of directors has authorised the management to proceed with a company-wide cost reduction program .,1
"Finnish L&T Recoil , a company specialising in used oil regeneration , is building a facility in Hamina in Finland in 2008 .",0
He said he has been losing five families a month to the economy as many make alternative arrangements to save money .,-1
"The Group owns and operates a fleet of more than 800dwt , while container capacity is 17,000 TEUs , and manages a diversified fleet of its own railway rolling stock of over 17,000 units .",0
The value of the contract is EUR 25mn .,0
As an overall effect of the above-mentioned measures Glaston will recognize non-recurring expenses of EUR 12 million in the fourth quarter of 2008 .,0
"The total floor area of the plant expansion is 29,000 square metres .",0
As a consequence of the merger the number of administration personnel at the factories will be reduced by six .,0
The expanded plant is scheduled to be operational by the middle of October 2009 .,0
"The OMX Nordic 40 OMXN40 index , comprising the 40 most traded Nordic stocks on the Nasdaq OMX exchange , closed down 0.87 % at 1,064.14 points on Thursday .",-1
Net sales revenue per passenger is expected to increase .,1
"Founded in 2000 , BioView automates laboratory tests , especially diagnostic tests for cancer .",0
"According to product manager Lassi Hietanen , building a power plant that burns mixed waste in Helsinki may not be a good idea because this reduces the production of combined power plants using natural gas .",0
"The decision means temporary lay-offs of fixed duration at the company 's Nastola and Jyvaskyla units , in southern and central Finland , respectively .",-1
"According to Tiimari , consumers are advised to cut away the rabbits bow tie that contains the formadehyde and dispose of it .",0
Finnish technology company Raute Corporation ( OMX Helsinki : RUTAV ) issued on Tuesday ( 23 September ) a profit warning for the financial year 2008 .,-1
"Amer Sports divests an industrial site in Rumilly , France -  This announcement is distributed by Thomson Reuters on behalf of Thomson Reuters clients .",0
Finnish Civil Aviation Administration decided to temporarily reopen Finnish capital 's Helsinki airport since 3 p.m. to 11 p.m. Monday local time .,0
In Sweden the agreement covers data communication services as well .,0
Curators have divided their material into eight themes .,0
"Profit for the period was EUR 5.9 mn , up from EUR 1.3 mn .",1
A few employees would remain at the Oulu plant in support functions for other group units .,0
"Liquid handling products include electronic and mechanical pipettes , disposable tips as well as pipette maintenance and calibration services for research institutions , healthcare and industrial laboratories .",0
Finnish Cargotec 's Kalmar has received a significant order from the US Department of Defense .,1
"( ADP News ) - Feb 11 , 2009 - Finnish wood products technology supplier Raute Oyj ( HEL : RUTAV ) said today its net profit decreased to EUR 4.7 million ( USD 6.1 m ) for 2008 from EUR 6.6 million for 2007 .",-1
"A downloadable instruction sheet , instructional video , and project ideas for the award-winning Everywhere Punch TM Window System can be found at www.fiskars.com .",0
"Finnish electronics manufacturing services company Elcoteq signing a cooperation agreement with a Japanese mobile phone manufacturer , bypasses Elcoteq Tallinn , says Jan Kotka , CEO of Elcoteq Tallinn .",1
The transactions would increase earnings per share in the first quarter by some EUR0 .28 .,1
"The Stockmann department store will have a total floor space of over 8,000 square metres and Stockmann 's investment in the project will have a price tag of about EUR 12 million .",0
The bridge will be built to the south of the existing bridge spanning the strait .,0
"The Group 's consolidated net sales for 2009 totaled 1.5 billion euros and it employs approximately 10,000 persons .",0
"The company 's profit totaled Ls 134,700 .",0
"Stonesoft is a global provider of proven , next generation solutions that simplify network security management .",0
The deal also includes a ten-year maintenance agreement .,0
"The order includes a new Crecent former , headbox , and reel .",0
"`` We hope to clarify our policies to Finnish businesses where there are any gray areas , '' Motlanthe said .",0
"com , and we are constantly planning new ways to serve our customers online on a more comprehensive basis , '' says Matti Leminen , President of Anttila Oy .",1
The expansion includes the doubling of the floor space and the addition of more lifting capacity and production equipment .,1
"As of August 2008 , Glaston 's North Asian sales and service region is upgraded to a new market area , North Asia .",0
Technical indicators for the stock are bullish and S&P gives NOK a positive 4 STARS out of 5 buy ranking .,1
South America and Asia are other promising markets .,0
"With this subscription , Fortum 's ownership in TGK-10 has increased to slightly over 76 % of shares and voting rights .",0
Finnish stainless steel manufacturer Outokumpu in Degefors is planning to recruit new engineers in order to meet a retirement wave over the next few years .,0
"The company can not give up palm oil altogether , however .",0
"Because the application can be considered as a hacking application , it is classified by F-Secure as riskware .",0
"A maximum of 666,104 new shares can further be subscribed for by exercising B options under the 2004 stock option plan .",0
"Operating profit was EUR 9.8 mn , compared to a loss of EUR 12.7 mn in the corresponding period in 2009 .",1
"`` We continued actively to focus R&D and to position our offering away from point solutions towards dynamic end-to-end solutions , '' Ervio stated .",1
Halonen 's office acknowledged receiving the letter but declined comment .,0
Okmetic has used the furnaces for the contract manufacturing of solar crystals .,0
"The company 's plant in Russia will continue to make tyres for its near markets , while the plant in Nokia in Finland will manufacture tyres for other markets .",0
"After the transaction , Tikkurila has no powder coatings related operations .",0
"Renzo Piano 's building design will be a wonderful addition to London 's skyline , '' says Noud Veeger , EVP and Area Director for Central and North Europe at KONE .",1
Bovine slaughtering and cutting at the Kuopio facility will be transferred to the Kauhajoki slaughterhouse .,0
Aspo serves demanding business-to-business customers .,0
"Operating profit totalled EUR 9.0 mn , down from EUR 9.7 mn in the first half of 2008 .",-1
"By combining its existing solutions into a single platform , Comptel said that it has reduced the cost of deployment .",1
"` We respect their decision ... the discussions are now closed , ' said Kai Telanne , Alma Media 's CEO .",0
